0 0.249084 0.00118532
1 0.249271 0.00119173
2 0.249714 0.00124863
3 0.250004 0.00150482
4 0.250399 0.00127473
5 0.249386 0.0014006
6 0.249406 0.00138309
7 0.249567 0.00127717
8 0.249564 0.0012388
9 0.248245 0.00132466
10 0.248064 0.0012183
11 0.24753 0.00126054
12 0.248915 0.001414
13 0.248567 0.00171899
14 0.248709 0.00179648
15 0.248965 0.00179358
16 0.249132 0.00173329
17 0.249498 0.00168753
18 0.249555 0.00169399
19 0.249814 0.00165488
20 0.24964 0.00144501
21 0.249607 0.00147934
22 0.250338 0.00138966
23 0.251086 0.00155238
24 0.25018 0.00176397
25 0.250404 0.00162701
26 0.249811 0.00175589
27 0.249182 0.00171763
28 0.249705 0.00149834
29 0.249164 0.00140635
30 0.249185 0.00152446
31 0.249453 0.00153003
32 0.249324 0.00151339
33 0.249096 0.00153848
34 0.24919 0.00148168
35 0.249724 0.0014219
36 0.249672 0.00146808
37 0.25063 0.0015072
38 0.250677 0.00161336
39 0.250325 0.0017438
40 0.250464 0.00159839
41 0.249469 0.00163653
42 0.249923 0.00154594
43 0.249014 0.00161382
44 0.248617 0.00183574
45 0.24858 0.00175325
46 0.247932 0.00169514
47 0.247398 0.00169412
48 0.247115 0.00180827
49 0.246759 0.00198048
50 0.247586 0.00204764
51 0.247509 0.00188454
52 0.247052 0.00201308
53 0.246343 0.00193504
54 0.247561 0.00189673
55 0.247657 0.00191218
56 0.24826 0.00173783
57 0.248614 0.00175274
58 0.248657 0.00169274
59 0.248936 0.00153247
60 0.249524 0.00169762
61 0.248842 0.00159499
62 0.248899 0.00157114
63 0.2487 0.00155574
64 0.248674 0.00150343
65 0.248228 0.00149046
66 0.247646 0.0012318
67 0.247022 0.00125734
68 0.247699 0.0012045
69 0.247501 0.00127754
70 0.248496 0.00117421
71 0.248665 0.00111431
72 0.24883 0.00117074
73 0.249589 0.00125169
74 0.249555 0.00142176
75 0.24997 0.00139996
76 0.250108 0.00151299
77 0.250163 0.00151904
78 0.250054 0.00140942
79 0.250387 0.00130893
80 0.249777 0.00129468
81 0.249894 0.00122809
82 0.249127 0.00116505
83 0.248251 0.0012735
84 0.248618 0.00131759
85 0.249043 0.00148699
86 0.249313 0.00148054
87 0.249959 0.00155844
88 0.249538 0.00141073
89 0.250184 0.00130647
90 0.249139 0.00135905
91 0.249541 0.00150832
92 0.250389 0.00145918
93 0.250356 0.00145528
94 0.249895 0.00140979
95 0.249792 0.00161194
96 0.24998 0.00144711
97 0.251056 0.00152045
98 0.250143 0.00148962
99 0.249745 0.00144105
100 0.24983 0.00130292
101 0.249714 0.00127399
102 0.250325 0.00130503
103 0.249833 0.00129525
104 0.250769 0.00123526
105 0.251458 0.00113392
106 0.251401 0.00116266
107 0.250628 0.00121449
108 0.250688 0.00134579
109 0.250417 0.00131226
110 0.250454 0.00154156
111 0.249867 0.00164409
112 0.249229 0.00134745
113 0.249568 0.00127
114 0.248806 0.00134677
115 0.248477 0.00135113
