2,8.51719e-22,1.90482e-44
3,9.08878e-22,9.61653e-45
4,9.036e-22,4.83612e-45
5,9.14012e-22,3.01008e-45
6,9.14157e-22,2.00674e-45
7,9.14151e-22,1.43339e-45
8,9.14287e-22,1.07506e-45
9,9.17855e-22,8.4889e-46
10,9.15771e-22,6.83456e-46
11,9.17857e-22,5.63544e-46
12,9.2093e-22,4.79064e-46
13,9.19379e-22,4.07769e-46
14,9.22009e-22,3.5643e-46
15,9.19112e-22,3.17298e-46
16,9.17972e-22,2.78936e-46
17,9.21042e-22,2.55546e-46
18,9.21737e-22,2.27634e-46
19,9.2008e-22,2.06417e-46
20,9.21036e-22,1.86689e-46
21,9.2269e-22,1.71644e-46
22,9.22481e-22,1.56083e-46
23,9.21718e-22,1.43092e-46
24,9.21637e-22,1.31174e-46
25,9.22198e-22,1.20996e-46
26,9.21223e-22,1.12639e-46
27,9.20996e-22,1.04347e-46
28,9.20451e-22,9.71908e-47
29,9.22011e-22,9.29213e-47
30,9.21214e-22,8.73625e-47
31,9.22082e-22,8.24794e-47
32,9.24326e-22,8.23607e-47
33,9.23326e-22,7.83694e-47
34,9.24268e-22,7.46475e-47
35,9.23126e-22,7.16856e-47
36,9.22912e-22,6.7749e-47
37,9.22034e-22,6.48572e-47
38,9.23127e-22,6.26366e-47
39,9.24138e-22,6.04482e-47
40,9.23642e-22,5.76721e-47
41,9.24787e-22,5.61699e-47
42,9.24395e-22,5.3649e-47
43,9.24066e-22,5.12617e-47
44,9.23903e-22,4.89584e-47
45,9.24617e-22,4.72929e-47
46,9.25082e-22,4.54529e-47
47,9.24411e-22,4.39691e-47
48,9.25249e-22,4.28394e-47
49,9.2409e-22,4.24345e-47
50,9.25433e-22,4.25422e-47
51,9.25244e-22,4.09099e-47
52,9.26107e-22,4.00816e-47
53,9.25263e-22,3.92814e-47
54,9.25519e-22,3.78922e-47
55,9.25637e-22,3.65281e-47
56,9.26032e-22,3.53796e-47
57,9.26137e-22,3.41494e-47
58,9.26248e-22,3.29839e-47
59,9.24671e-22,3.4351e-47
60,9.24575e-22,3.32151e-47
61,9.25203e-22,3.25201e-47
62,9.24717e-22,3.17075e-47
63,9.25156e-22,3.08936e-47
64,9.25227e-22,2.99333e-47
65,9.2478e-22,2.92115e-47
66,9.25853e-22,2.9476e-47
67,9.25789e-22,2.86001e-47
68,9.25866e-22,2.77648e-47
69,9.25964e-22,2.69697e-47
70,9.26174e-22,2.6243e-47
71,9.25291e-22,2.6283e-47
72,9.25346e-22,2.5556e-47
73,9.24459e-22,2.56438e-47
74,9.25276e-22,2.56193e-47
75,9.25614e-22,2.50499e-47
76,9.25983e-22,2.45274e-47
77,9.26214e-22,2.39434e-47
78,9.25767e-22,2.35294e-47
79,9.25771e-22,2.29338e-47
80,9.25927e-22,2.23848e-47
81,9.26023e-22,2.18412e-47
82,9.26132e-22,2.13204e-47
83,9.26366e-22,2.08616e-47
84,9.25761e-22,2.07318e-47
85,9.25916e-22,2.02682e-47
86,9.24724e-22,2.12182e-47
87,9.25017e-22,2.08164e-47
88,9.25823e-22,2.09929e-47
89,9.25771e-22,2.05239e-47
90,9.25033e-22,2.06125e-47
91,9.24821e-22,2.02046e-47
92,9.25012e-22,1.9802e-47
93,9.25456e-22,1.95728e-47
94,9.26391e-22,2.00316e-47
95,9.26061e-22,1.97191e-47
96,9.26024e-22,1.93096e-47
97,9.26469e-22,1.91096e-47
98,9.26266e-22,1.87611e-47
99,9.26539e-22,1.8457e-47
100,9.26757e-22,1.81354e-47
