-2.1912,3.48262e-08
-2.1824,4.04216e-08
-2.1736,4.68877e-08
-2.1648,5.4355e-08
-2.156,6.29734e-08
-2.1472,7.2914e-08
-2.1384,8.43726e-08
-2.1296,9.75727e-08
-2.1208,1.1277e-07
-2.112,1.30254e-07
-2.1032,1.50359e-07
-2.0944,1.73461e-07
-2.0856,1.99992e-07
-2.0768,2.30441e-07
-2.068,2.65364e-07
-2.0592,3.05396e-07
-2.0504,3.51253e-07
-2.0416,4.03751e-07
-2.0328,4.63814e-07
-2.024,5.3249e-07
-2.0152,6.10964e-07
-2.0064,7.00579e-07
-1.9976,8.02852e-07
-1.9888,9.19497e-07
-1.98,1.05245e-06
-1.9712,1.2039e-06
-1.9624,1.37632e-06
-1.9536,1.57247e-06
-1.9448,1.79549e-06
-1.936,2.04889e-06
-1.9272,2.33665e-06
-1.9184,2.66321e-06
-1.9096,3.03358e-06
-1.9008,3.45336e-06
-1.892,3.92885e-06
-1.8832,4.46711e-06
-1.8744,5.07604e-06
-1.8656,5.76448e-06
-1.8568,6.54235e-06
-1.848,7.42069e-06
-1.8392,8.41186e-06
-1.8304,9.52967e-06
-1.8216,1.07895e-05
-1.8128,1.22085e-05
-1.804,1.38057e-05
-1.7952,1.56025e-05
-1.7864,1.76225e-05
-1.7776,1.9892e-05
-1.7688,2.24403e-05
-1.76,2.52996e-05
-1.7512,2.85062e-05
-1.7424,3.20997e-05
-1.7336,3.61244e-05
-1.7248,4.06292e-05
-1.716,4.56681e-05
-1.7072,5.13011e-05
-1.6984,5.75941e-05
-1.6896,6.462e-05
-1.6808,7.24593e-05
-1.672,8.12006e-05
-1.6632,9.09416e-05
-1.6544,0.00010179
-1.6456,0.000113863
-1.6368,0.000127292
-1.628,0.000142218
-1.6192,0.0001588
-1.6104,0.000177207
-1.6016,0.00019763
-1.5928,0.000220273
-1.584,0.000245362
-1.5752,0.000273145
-1.5664,0.00030389
-1.5576,0.000337892
-1.5488,0.000375473
-1.54,0.000416982
-1.5312,0.000462801
-1.5224,0.000513346
-1.5136,0.000569068
-1.5048,0.000630459
-1.496,0.000698053
-1.4872,0.000772428
-1.4784,0.000854214
-1.4696,0.000944092
-1.4608,0.0010428
-1.452,0.00115113
-1.4432,0.00126996
-1.4344,0.0014002
-1.4256,0.00154288
-1.4168,0.00169907
-1.408,0.00186995
-1.3992,0.00205678
-1.3904,0.00226092
-1.3816,0.00248382
-1.3728,0.00272707
-1.364,0.00299233
-1.3552,0.00328142
-1.3464,0.00359628
-1.3376,0.00393899
-1.3288,0.00431176
-1.32,0.00471698
-1.3112,0.00515718
-1.3024,0.00563508
-1.2936,0.00615356
-1.2848,0.00671572
-1.276,0.00732484
-1.2672,0.00798441
-1.2584,0.00869815
-1.2496,0.00947001
-1.2408,0.0103042
-1.232,0.0112051
-1.2232,0.0121775
-1.2144,0.0132263
-1.2056,0.0143569
-1.1968,0.0155747
-1.188,0.0168857
-1.1792,0.0182961
-1.1704,0.0198125
-1.1616,0.0214416
-1.1528,0.0231908
-1.144,0.0250677
-1.1352,0.0270802
-1.1264,0.0292368
-1.1176,0.0315462
-1.1088,0.0340177
-1.1,0.0366608
-1.0912,0.0394856
-1.0824,0.0425026
-1.0736,0.0457228
-1.0648,0.0491574
-1.056,0.0528185
-1.0472,0.0567182
-1.0384,0.0608695
-1.0296,0.0652854
-1.0208,0.0699799
-1.012,0.074967
-1.0032,0.0802615
-0.9944,0.0858785
-0.9856,0.0918336
-0.9768,0.098143
-0.968,0.104823
-0.9592,0.111891
-0.9504,0.119364
-0.9416,0.12726
-0.9328,0.135597
-0.924,0.144394
-0.9152,0.15367
-0.9064,0.163444
-0.8976,0.173736
-0.8888,0.184566
-0.88,0.195953
-0.8712,0.207919
-0.8624,0.220484
-0.8536,0.233668
-0.8448,0.247493
-0.836,0.261979
-0.8272,0.277148
-0.8184,0.293019
-0.8096,0.309615
-0.8008,0.326955
-0.792,0.345061
-0.7832,0.363951
-0.7744,0.383647
-0.7656,0.404167
-0.7568,0.425531
-0.748,0.447757
-0.7392,0.470862
-0.7304,0.494864
-0.7216,0.519779
-0.7128,0.545624
-0.704,0.572411
-0.6952,0.600156
-0.6864,0.62887
-0.6776,0.658565
-0.6688,0.689251
-0.66,0.720936
-0.6512,0.753629
-0.6424,0.787334
-0.6336,0.822057
-0.6248,0.857799
-0.616,0.894562
-0.6072,0.932344
-0.5984,0.971143
-0.5896,1.01095
-0.5808,1.05177
-0.572,1.09358
-0.5632,1.13638
-0.5544,1.18014
-0.5456,1.22487
-0.5368,1.27053
-0.528,1.3171
-0.5192,1.36458
-0.5104,1.41292
-0.5016,1.4621
-0.4928,1.51209
-0.484,1.56286
-0.4752,1.61438
-0.4664,1.6666
-0.4576,1.71948
-0.4488,1.77298
-0.44,1.82707
-0.4312,1.88168
-0.4224,1.93677
-0.4136,1.99228
-0.4048,2.04817
-0.396,2.10437
-0.3872,2.16083
-0.3784,2.21748
-0.3696,2.27426
-0.3608,2.33111
-0.352,2.38796
-0.3432,2.44473
-0.3344,2.50137
-0.3256,2.5578
-0.3168,2.61394
-0.308,2.66973
-0.2992,2.72509
-0.2904,2.77994
-0.2816,2.8342
-0.2728,2.88781
-0.264,2.94068
-0.2552,2.99274
-0.2464,3.0439
-0.2376,3.0941
-0.2288,3.14326
-0.22,3.1913
-0.2112,3.23815
-0.2024,3.28373
-0.1936,3.32797
-0.1848,3.3708
-0.176,3.41215
-0.1672,3.45195
-0.1584,3.49015
-0.1496,3.52666
-0.1408,3.56144
-0.132,3.59443
-0.1232,3.62556
-0.1144,3.65479
-0.1056,3.68206
-0.0968,3.70733
-0.088,3.73056
-0.0792,3.75169
-0.0704,3.77071
-0.0616,3.78756
-0.0528,3.80223
-0.044,3.81469
-0.0352,3.82492
-0.0264,3.83289
-0.0176,3.83859
-0.0088,3.84202
-1.01343e-14,3.84316
0.0088,3.84202
0.0176,3.83859
0.0264,3.83289
0.0352,3.82492
0.044,3.81469
0.0528,3.80223
0.0616,3.78756
0.0704,3.77071
0.0792,3.75169
0.088,3.73056
0.0968,3.70733
0.1056,3.68206
0.1144,3.65479
0.1232,3.62556
0.132,3.59443
0.1408,3.56144
0.1496,3.52666
0.1584,3.49015
0.1672,3.45195
0.176,3.41215
0.1848,3.3708
0.1936,3.32797
0.2024,3.28373
0.2112,3.23815
0.22,3.1913
0.2288,3.14326
0.2376,3.0941
0.2464,3.0439
0.2552,2.99274
0.264,2.94068
0.2728,2.88781
0.2816,2.8342
0.2904,2.77994
0.2992,2.72509
0.308,2.66973
0.3168,2.61394
0.3256,2.5578
0.3344,2.50137
0.3432,2.44473
0.352,2.38796
0.3608,2.33111
0.3696,2.27426
0.3784,2.21748
0.3872,2.16083
0.396,2.10437
0.4048,2.04817
0.4136,1.99228
0.4224,1.93677
0.4312,1.88168
0.44,1.82707
0.4488,1.77298
0.4576,1.71948
0.4664,1.6666
0.4752,1.61438
0.484,1.56286
0.4928,1.51209
0.5016,1.4621
0.5104,1.41292
0.5192,1.36458
0.528,1.3171
0.5368,1.27053
0.5456,1.22487
0.5544,1.18014
0.5632,1.13638
0.572,1.09358
0.5808,1.05177
0.5896,1.01095
0.5984,0.971143
0.6072,0.932344
0.616,0.894562
0.6248,0.857799
0.6336,0.822057
0.6424,0.787334
0.6512,0.753629
0.66,0.720936
0.6688,0.689251
0.6776,0.658565
0.6864,0.62887
0.6952,0.600156
0.704,0.572411
0.7128,0.545624
0.7216,0.519779
0.7304,0.494864
0.7392,0.470862
0.748,0.447757
0.7568,0.425531
0.7656,0.404167
0.7744,0.383647
0.7832,0.363951
0.792,0.345061
0.8008,0.326955
0.8096,0.309615
0.8184,0.293019
0.8272,0.277148
0.836,0.261979
0.8448,0.247493
0.8536,0.233668
0.8624,0.220484
0.8712,0.207919
0.88,0.195953
0.8888,0.184566
0.8976,0.173736
0.9064,0.163444
0.9152,0.15367
0.924,0.144394
0.9328,0.135597
0.9416,0.12726
0.9504,0.119364
0.9592,0.111891
0.968,0.104823
0.9768,0.098143
0.9856,0.0918336
0.9944,0.0858785
1.0032,0.0802615
1.012,0.074967
1.0208,0.0699799
1.0296,0.0652854
1.0384,0.0608695
1.0472,0.0567182
1.056,0.0528185
1.0648,0.0491574
1.0736,0.0457228
1.0824,0.0425026
1.0912,0.0394856
1.1,0.0366608
1.1088,0.0340177
1.1176,0.0315462
1.1264,0.0292368
1.1352,0.0270802
1.144,0.0250677
1.1528,0.0231908
1.1616,0.0214416
1.1704,0.0198125
1.1792,0.0182961
1.188,0.0168857
1.1968,0.0155747
1.2056,0.0143569
1.2144,0.0132263
1.2232,0.0121775
1.232,0.0112051
1.2408,0.0103042
1.2496,0.00947001
1.2584,0.00869815
1.2672,0.00798441
1.276,0.00732484
1.2848,0.00671572
1.2936,0.00615356
1.3024,0.00563508
1.3112,0.00515718
1.32,0.00471698
1.3288,0.00431176
1.3376,0.00393899
1.3464,0.00359628
1.3552,0.00328142
1.364,0.00299233
1.3728,0.00272707
1.3816,0.00248382
1.3904,0.00226092
1.3992,0.00205678
1.408,0.00186995
1.4168,0.00169907
1.4256,0.00154288
1.4344,0.0014002
1.4432,0.00126996
1.452,0.00115113
1.4608,0.0010428
1.4696,0.000944092
