2,400.393,1571.88
3,422.902,1030.62
4,426.177,526.028
5,425.158,316.654
6,425.934,211.704
7,425.167,151.805
8,426.126,114.772
9,430.321,106.866
10,430.038,85.5726
11,426.918,79.7508
12,429.037,70.9501
13,429.748,60.5405
14,428.56,53.3044
15,429.409,46.9192
16,429.356,41.0571
17,430.904,38.6218
18,430.694,34.3744
19,431.617,31.6079
20,431.919,28.5378
21,432.363,26.0178
22,431.695,24.0998
23,432.475,22.6132
24,432.923,20.9291
25,432.553,19.3913
26,432.074,18.1287
27,433.387,18.5082
28,434.038,17.6108
29,433.759,16.4743
30,433.031,15.9055
31,433.637,15.2457
32,434.83,15.7165
33,434.853,14.7645
34,435.584,14.4303
35,435.851,13.6772
36,436.173,13.0209
37,436.374,12.3573
38,436.373,11.7069
39,436.719,11.2261
40,437.037,10.766
41,436.975,10.2446
42,437.028,9.75962
43,437.563,9.59272
44,438.766,10.6022
45,438.82,10.1339
46,438.547,9.76794
47,439.203,9.78268
48,439.952,9.93617
49,440.402,9.73276
50,440.489,9.35115
51,440.591,8.99478
52,440.805,8.69435
53,441.448,8.77997
54,441.444,8.4548
55,441.962,8.4153
56,442.283,8.21824
57,441.997,8.01204
58,442.474,7.96377
59,442.725,7.75677
60,442.962,7.5542
61,443.155,7.34402
62,443.435,7.18545
63,443.548,6.97
64,443.637,6.76007
65,443.575,6.55587
66,443.844,6.42964
67,444.222,6.38051
68,444.475,6.25703
69,444.775,6.16524
70,445.067,6.07451
71,445.002,5.9076
72,445.626,6.13281
73,445.762,5.98335
74,446.028,5.89211
75,446.31,5.8149
76,445.988,5.76609
77,445.743,5.67619
78,446.099,5.65763
79,446.004,5.52349
80,446.057,5.3882
81,446.297,5.31286
82,446.244,5.18614
83,446.401,5.08588
84,446.315,4.97216
85,446.123,4.89214
86,446.175,4.78116
87,445.972,4.71252
88,446.112,4.62492
89,446.325,4.56636
90,446.382,4.46813
91,446.337,4.37189
92,446.399,4.2806
93,446.364,4.18978
94,446.265,4.11038
95,446.056,4.06761
96,446.125,3.98775
97,446.259,3.92336
98,446.175,3.85034
99,446.423,3.83381
100,446.343,3.76351
