3,0.991653,6.58355e-05,0.00811391
4,1.00208,0.000156546,0.0125118
5,1.00057,0.000103008,0.0101493
6,1.00519,6.55372e-05,0.00809551
7,0.993913,2.58988e-05,0.00508909
8,0.989874,2.05245e-05,0.0045304
9,1.00295,1.93936e-05,0.00440382
10,0.996015,1.21637e-05,0.00348766
11,0.998009,1.83836e-05,0.00428761
12,0.996316,1.28353e-05,0.00358264
13,1.00396,2.57657e-05,0.00507599
14,0.989993,1.08981e-05,0.00330123
15,1.00115,1.51342e-05,0.00389027
16,0.989398,1.24976e-05,0.00353519
17,0.99493,2.55529e-05,0.00505499
18,1.00286,1.49662e-05,0.00386862
19,1.00151,1.24111e-05,0.00352293
20,0.992615,1.69566e-05,0.00411785
21,0.994021,1.23488e-05,0.00351409
22,1.00482,6.32204e-06,0.00251437
23,1.00325,8.02679e-06,0.00283316
24,1.00146,6.19368e-06,0.00248871
25,1.00807,1.02894e-05,0.0032077
26,0.99916,7.12858e-06,0.00266994
27,0.996247,6.33141e-06,0.00251623
28,1.00056,1.00209e-05,0.00316557
29,1.0068,8.30791e-06,0.00288234
30,0.998414,5.66026e-06,0.00237913
31,0.999054,8.15334e-06,0.00285541
32,0.999128,5.7538e-06,0.00239871
33,1.00515,5.76573e-06,0.00240119
34,1.00057,4.84403e-06,0.00220092
35,1.00676,6.74462e-06,0.00259704
36,0.999218,5.42683e-06,0.00232956
37,0.998599,8.6861e-06,0.00294722
38,1.00159,6.50968e-06,0.00255141
39,1.00266,7.4215e-06,0.00272424
40,0.999013,3.62519e-06,0.00190399
41,0.999061,7.67417e-06,0.00277023
42,1.00376,5.19014e-06,0.00227819
43,0.999866,4.98589e-06,0.00223291
44,0.998792,7.70152e-06,0.00277516
45,1.00276,4.36841e-06,0.00209007
46,1.00267,4.39516e-06,0.00209646
47,1.00132,3.72121e-06,0.00192904
48,1.00112,5.05073e-06,0.00224738
49,0.996216,6.13432e-06,0.00247676
50,0.998472,4.84671e-06,0.00220152
51,1.00124,3.86818e-06,0.00196677
52,1.00281,3.23753e-06,0.00179931
53,0.998497,3.20253e-06,0.00178956
54,1.00093,3.49417e-06,0.00186927
55,1.00019,3.86971e-06,0.00196716
56,1.00092,4.21931e-06,0.0020541
57,0.999956,3.45384e-06,0.00185845
58,0.997975,3.02771e-06,0.00174003
59,0.998901,5.02926e-06,0.0022426
60,1.00222,6.161e-06,0.00248214
61,1.00294,3.72311e-06,0.00192954
62,1.00107,3.97024e-06,0.00199255
63,1.00046,3.34374e-06,0.00182859
64,1.00003,3.92474e-06,0.0019811
65,0.999373,3.24664e-06,0.00180184
66,0.996547,3.4579e-06,0.00185954
67,1.00252,3.99009e-06,0.00199752
68,1.00097,3.03663e-06,0.00174259
69,1.00012,2.84621e-06,0.00168707
70,1.00054,3.21632e-06,0.00179341
71,0.998099,3.72204e-06,0.00192926
72,0.999403,3.46095e-06,0.00186036
73,0.999857,2.0086e-06,0.00141725
74,0.998678,2.4136e-06,0.00155358
75,0.999498,3.32121e-06,0.00182242
76,1.0006,3.15359e-06,0.00177583
77,0.998179,3.22503e-06,0.00179584
78,1.00107,2.1839e-06,0.0014778
79,0.997265,3.3922e-06,0.00184179
80,0.999587,3.15507e-06,0.00177625
81,1.00313,3.35314e-06,0.00183116
82,0.997783,2.86367e-06,0.00169224
83,0.999818,2.17089e-06,0.00147339
84,0.998253,3.35539e-06,0.00183177
85,0.998484,2.51486e-06,0.00158583
86,1.00016,1.98274e-06,0.0014081
87,0.999149,2.72057e-06,0.00164942
88,0.999536,3.286e-06,0.00181273
89,1.00036,2.8233e-06,0.00168027
90,1.00108,2.13599e-06,0.0014615
91,0.999311,2.54475e-06,0.00159523
92,1.00097,1.99384e-06,0.00141203
93,0.999707,2.19878e-06,0.00148283
94,0.998728,2.75068e-06,0.00165852
95,1.00189,2.95607e-06,0.00171932
96,1.00227,1.73694e-06,0.00131793
97,0.998095,2.6121e-06,0.0016162
98,1.00139,2.16288e-06,0.00147067
99,0.995328,2.39985e-06,0.00154915
100,1.00253,2.28238e-06,0.00151076
