-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 8.19672e-06 7.98918e-06
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 8.19672e-06 7.98918e-06
-3.4625 1.63934e-05 1.59784e-05
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 8.19672e-06 7.98918e-06
-3.3375 8.19672e-06 7.98918e-06
-3.3125 3.27869e-05 1.86914e-05
-3.2875 8.19672e-06 7.98918e-06
-3.2625 2.45902e-05 1.74842e-05
-3.2375 1.63934e-05 1.09971e-05
-3.2125 1.63934e-05 1.09971e-05
-3.1875 0 0
-3.1625 0 0
-3.1375 1.63934e-05 1.09971e-05
-3.1125 1.63934e-05 1.09971e-05
-3.0875 2.45902e-05 1.30891e-05
-3.0625 4.09836e-05 1.9655e-05
-3.0375 5.7377e-05 2.90377e-05
-3.0125 3.27869e-05 1.86914e-05
-2.9875 0.000106557 5.08923e-05
-2.9625 8.19672e-05 2.45902e-05
-2.9375 9.83607e-05 4.39882e-05
-2.9125 0.000139344 3.89236e-05
-2.8875 0.000114754 2.86299e-05
-2.8625 0.000114754 3.08876e-05
-2.8375 0.000163934 3.06693e-05
-2.8125 0.000196721 3.94806e-05
-2.7875 0.000229508 4.69437e-05
-2.7625 0.000278689 4.35276e-05
-2.7375 0.000278689 6.35973e-05
-2.7125 0.000262295 4.39882e-05
-2.6875 0.000368852 8.349e-05
-2.6625 0.000393443 6.79883e-05
-2.6375 0.000606557 6.66913e-05
-2.6125 0.000704918 8.68234e-05
-2.5875 0.000803279 8.10606e-05
-2.5625 0.00092623 0.000106415
-2.5375 0.000893443 0.000115032
-2.5125 0.00097541 0.000121287
-2.4875 0.00119672 0.000108804
-2.4625 0.0012459 0.000140257
-2.4375 0.00146721 0.000119613
